CD06,UBRIQUE,Nos situamos en el centro de Ubrique y salimos por la A-373 en dirección hacia El Bosque y Ronda.,"En el km. 1,7 giramos a la derecha por la A-2302 hacia Benaocaz y Ronda; durante la ascensión pasamos al lado de Benaocaz y Villaluenga del Rosario.","1,5 kms. después de Villaluenga, en un collado sin señal ni referencia.",,36.70516,-5.37297,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f8d717c7640957ae3&hl=es&ie=UTF8&t=m&ll=36.690446,-5.415573&spn=0.110121,0.171318&z=12&output=embed"
SE01,LA PRADERA DE NAVALHORNO,"En la carretera CL-601 que comunica La Granja de San Ildefonso con Madrid por el puerto de Navacerrada. Aunque desde La Granja se va subiendo ligeramente, consideraremos el inicio del puerto a la salida de La Pradera de Navalhorno. [ Mismo inicio que el SE06 Navapelegrín ]",Cuando llevamos unos 6 kms. cruzamos el río Eresma en el llamado Puente de la Cantina; poco más adelante dejaremos a la derecha el desvío al SE05 Fuente la Reina.,Cartel de puerto y límite provincial con Madrid.,,40.78889,-4.0037,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f81cabb18ea78b0f4&hl=es&ie=UTF8&t=m&ll=40.828878,-4.013786&spn=0.103912,0.171318&z=12&output=embed"
LU13,LARXENTES,"Salimos de Navia de Suarna por la LU-722 hacia Ribeira y Rao. Unos 3,5 kms. después, hallaremos el desvío hacia Muñis y Rao donde comienza la ascensión.","Pasaremos las aldeas de Muñis, Larxentes y Folgueiras de Aigas.","Casi 1 km. después de éste último, en una curva a izquierdas, donde se bifurca una pista a la derecha.",,42.95559,-6.90783,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f789708da440e6c47&hl=es&ie=UTF8&t=m&ll=42.962327,-6.941814&spn=0.050249,0.085659&z=13&output=embed"
GR09,PAMPANEIRA,"En la A-4132 que recorre la parte sur de Sierra Nevada desde Órgiva hasta Trévelez, 2 kms. pasado Pampaneira encontraremos el desvío de la A-4129 que se dirige a Bubión y Capileira.",Cruzaremos Bubión y Capileira.,"Casi 6 kms. después de Capileira, el asfalto se acaba siendo sólo las BTT las que podrían alcanzar el Mulhacén por esta pista.",Asfalto pésimo muy difícil para ruedas finas.,36.95755,-3.34034,"https://maps.google.es/maps/ms?msa=0&msid=218028416192983371638.0004f75619d2d0fb3a22b&hl=es&ie=UTF8&t=m&ll=36.944541,-3.356838&spn=0.054878,0.085659&z=13&output=embed"
VA10,SEGART,"Salimos de Albalat dels Tarongers hacia Segart, y al cruzr la A-23, en una rotonda, podemos considerar el inicio de la subida.","Se puede pasar por dentro del pueblo de Segart, o la más recomendable, buscar las indicaciones de Urb. El Murtall para rodear Segart por su izquierda.","Casi 9 kms después, alcanzaremos un desvío de la carretera que viene de Estivella, giramos a la izquierda y nos quedan 500 mts. hasta el punto más alto. Si nos fijamos bien, veremos un cartel de madera atornillado a la pared.",,39.6966,-0.38703,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f8fae8b25429545e5&hl=es&ie=UTF8&t=m&ll=39.693583,-0.366497&spn=0.052835,0.085659&z=13&output=embed"
LP02,ARRIETA,"En las afueras de Arrieta, tomando la LZ-10 que se dirige hacia Haría.","En el km. 5,6 en Haría, girar a la izquierda siguiendo las indicaciones a Teguise; en el km. 9,6 llegamos al Mirador de Haría, pero hay que seguir subiendo; en el km. 10,8 tomamos la carretera más estrecha de la derecha que se dirige hacia la base militar; en el km. 11,8 nuevo giro a la derecha, aunque nos haga dudar una señal de prohibido el paso, podemos intentar subir hasta la Estación de Vigilancia Aérea.","Como en toda instalación militar, el final dependerá de hasta dónde nos deje llegar el vigilante de turno. Es el EVA nº 22.",,29.11795,-13.52024,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f72da72b964cd59d4&hl=es&ie=UTF8&t=m&ll=29.13342,-13.493786&spn=0.059978,0.085659&z=13&output=embed"
LP02,TABAYESCO,"En la LZ-1 entre Arrieta y Mala, en el cruce que indica hacia Tabayesco por la LZ-207.","En el km. 6,4 alcanzamos la vertiente que viene de Arrieta, girar a la izquierda siguiendo las indicaciones a Teguise y Arrecife; en el km. 8,8 llegamos al Mirador de Haría, pero hay que seguir subiendo; en el km. 10,0 tomamos la carretera más estrecha de la derecha que se dirige hacia la base militar; en el km. 11,1 nuevo giro a la derecha, aunque nos haga dudar una señal de prohibido el paso, podemos intentar subir hasta la Estación de Vigilancia Aérea.","Como en toda instalación militar, el final dependerá de hasta dónde nos deje llegar el vigilante de turno. Es el EVA nº 22.",,29.11795,-13.52024,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f72dad5ae6b3287d1&hl=es&ie=UTF8&t=m&ll=29.131921,-13.492241&spn=0.059979,0.085659&z=13&output=embed"
AS22,VILLAMAYOR,"Circulando por la AS-228 entre Proaza y San Martín de Teverga y a 1 km. para llegar a éste último, entramos en Entrago y nos desviamos a la derecha para ir hacia Tameza y los Puertos de Marabio. Unos metros más adelante, una bifurcación","a la derecha es la vertiente de Prado, y a la izquierda la que nos lleva hacia Bárzana y Taja, que es la que debemos tomar.","Cruzamos Bárzana y después de Santianes, a unos 3,3 kms. del inicio, giramos a la derecha hacia Villamayor; cruzaremos este pueblo con fuertes pendientes de hormigón y aún nos quedan 2 kms. más hasta llegar al punto más alto.",,43.21645,-6.13543,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f7f72f5ef7988c02f&hl=es&ie=UTF8&t=m&ll=43.1834,-6.126595&spn=0.100136,0.171318&z=12&output=embed"
ML08,GAUCÍN,Nos desplazamos de Manilva a Gaucín por la A-377; la subida comienza al cruzar el puente sobre el río Genal.,"En el km. 7,2 llegamos a Gaucín y haremos un primer giro a la izquierda y casi a continuación, otro a la derecha, siempre siguiendo las indicaciones a Ronda por la A-369. Ya no abandonamos esta carretera dirección Ronda.","Cuando llevamos 13,3 kms desde el inicio y a falta de 200 mts. para llegar al cartel del Alto de El Espino, tomaremos una pista asfaltada y estrecha a la derecha que nos lleva a las antenas. El asfalto no es muy bueno.",,36.55674,-5.28976,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f76ba1a3a5df505d3&hl=es&ie=UTF8&t=m&ll=36.521777,-5.295753&spn=0.110362,0.171318&z=12&output=embed"
HU10,BELSUÉ,Habrá que llegar a Belsué de dos formas posibles,"o viniendo desde Arguis bajando previamente una parte del puerto que luego habremos de subir, o venir desde Nocito por carreteras estrechas y muy sinuosas. Es viniendo desde Nocito, cuando a falta de 1 km. para llegar a Belsué, cruzaremos el Barranco Barranquero y damos por iniciado el ascenso.","Cuando llevamos 4,7 kms. alcanzamos a nuestra derecha la boca del túnel de Manzanera, cortado al tráfico, seguimos rectos; sólo 400 mts. más adelante hacemos giro a la izquierda junto a unas casas que eran el Mesón Nuevo.",,42.30043,-0.40266,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f9c348dcdd3dbba61&hl=es&ie=UTF8&t=m&ll=42.312862,-0.402031&spn=0.050776,0.085659&z=13&output=embed"
TA07,RIUDECANYES,"En el puente de la Riera de Riudecanyes, a la entrada de este pueblo. Salimos dirección Duesaigües / Porrera. [ Mismo inicio que el TA02 Castillo de Escornalbou ]",Los dos cruces que nos vamos a encontrar hay que seguir las indicaciones a Porrera o Falset.,"Cuando quedan 500 mts. para llegar a la rotonda sobre la N-420, y donde sale una pista de tierra a la izquierda, veremos un poste con la indicación Coll de la Teixeta.",,41.17086,0.90608,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f80810e894457a1c7&hl=es&ie=UTF8&t=m&ll=41.150611,0.930576&spn=0.051703,0.085659&z=13&output=embed"
VD02,RENEDO DE ESGUEVA,"En Renedo de Esgueva, saliendo dirección Villabáñez por la VP-3001","Apenas tiene 3 kms de longitud, así que el final no será dificil adivinarlo cuando se acabe la pendiente ascendente y lleguemos a las rectas del páramo vallisoletano. RECOMENDACIÓN","Cuando se llevan recorridos 1,8 kms. desde Renedo, existe la posibilidad de desviarse a la izquierda por el antiguo recorrido de la carretera, que ofrece más tranquilidad y un trazado más curveado, aunque con la pega de que, llegado arriba, hemos de pasar 200 mts. de suelo de tierra para empalmar de nuevo con la carretera.",,41.64375,-4.59871,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f7c83d88ed1c7734e&hl=es&ie=UTF8&t=m&ll=41.647839,-4.614258&spn=0.025655,0.04283&z=14&output=embed"
LU10,NAVIA DE SUARNA,"En Navia de Suarna, junto al puente sobre el río Navia, tomando la LU-722 hacia Becerreá. En menos de 200 mts. nos desviaremos a la izquierda por la LU-3509 hacia Vilarpardín y Ancares.","Ya no dejamos esta carretera, pasando por Vilarpardín, Virigo y Acevedo; en el km. 9,8 se alcanza la LU-3505 junto a un merendero. Estamos en Campas Laviadas","de frente seguiríamos hacia Ancares, a mano derecha volveríamos a Navia de Suarna por Silvouta y a la izquierda debemos seguir subiendo hacia Murias do Camín, 2km. que merecen mucho la pena al darnos acceso a estupendas vistas sobre el valle.",,42.92213,-6.96187,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f789ece75f2ea8b4c&hl=es&ie=UTF8&t=m&ll=42.935815,-6.985245&spn=0.100541,0.171318&z=12&output=embed"
BA11,CASTELLDEFELS,"Tenemos que ir de Castelldefels a Garraf bien por la vía de servicio de la C-32 o por el paseo marítimo entre ambas localidades. A mitad de camino, y muy cercva de las bocas del túnel de la autovía, encontraremos una rotonda con la indicación a la urbanización Rat Penat, Plana Novella y el Monasterio Budista. Aquí comienza la subida.","A los 4,7 kms. tomaremos un desvío a la derecha con la mirada puesta ya en la enorme ""bola"" que debemos alcanzar; una barrera impide el paso a los coches, tendremos que pasarla bajando de la bici; llegando al final, habrá otra barrera pero suele estar abierta dejándonos libre el paso.","De los varios posibles finales, el más alto es el que tiene la gran ""bola"".",,41.29209,1.91054,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f9ab39dff41c187f7&hl=es&ie=UTF8&t=m&ll=41.274839,1.919861&spn=0.051605,0.085659&z=13&output=embed"
TA12,PRATDIP,"En Pratdip, a la entrada del pueblo según venimos de Hospitalet del Infante o Montroig del Camp por la T-310 y tomamos dirección Vandellós y Mora.","Cuando llevamos 1,4 kms. rodeando el pueblo de Pratdip por su derecha, alcanzamos un primer alto que precede a 1 km. de bajada; en el km. 4,1 pasamos ante la ermita y fuente de Santa Marina; en el km. 6,2 se alcanza el Coll Roig en un cruce",dejamos a la derecha la carretera que se dirige a Llaberia y seguimos rectos hacia Mora y Tivissa por la T-311.,,41.04211,0.79861,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f9d19cf43d600b2b2&hl=es&ie=UTF8&t=m&ll=41.042851,0.834618&spn=0.051788,0.085659&z=13&output=embed"
TA10,PRATDIP,"En Pratdip, a la entrada del pueblo según venimos de Hospitalet del Infante o Montroig del Camp por la T-310 y tomamos dirección Vandellós y Mora.","Cuando llevamos 1,4 kms. rodeando el pueblo de Pratdip por su derecha, alcanzamos un primer alto que precede a 1 km. de bajada; en el km. 4,1 pasamos ante la ermita y fuente de Santa Marina; en el km. 6,2 se alcanza el Coll Roig en un cruce",dejamos la carretera que sigue a Tivissa y Mora y nos desviamos a la derecha hacia Llabería por la TV-3111.,,41.08555,0.84257,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f6c87f48830a2824d&ie=UTF8&t=m&ll=41.058903,0.844574&spn=0.103551,0.171318&z=12&output=embed"
AT13,SAGRA,"En la CV-715 que de Sagra nos lleva a Orba, pasado el pueblo de Tormos tenemos que desviarnos a la derecha por una carretera que carece de indicación de a dónde va, es la CV-721 que se dirige a la Vall de Laguar sin llegar a Orba.","A los 2,2 kms. nos encontraremos la carretera CV-721 que, por la izquierda, nos viene de Orba. Pasados Campell y Fleix, al llegar a Benimaurell hemos de rodear el pueblo buscando la salida hacia la Venta El Collao (la venta de la cima).",Delante de la Venta El Collao.,,38.76853,-0.15156,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f94a72792a5f5d2db&hl=es&ie=UTF8&t=m&ll=38.780317,-0.09819&spn=0.107055,0.171318&z=12&output=embed"
AT13,ORBA,Salimos de Orba por la CV-718 que nos conduce al Vall de Laguard y Fontilles.,"A los 2,4 kms. nos encontraremos la carretera CV-721 que, por la derecha, nos viene de la otra vertiente. Pasados Campell y Fleix, al llegar a Benimaurell hemos de rodear el pueblo buscando la salida hacia la Venta El Collao (la venta de la cima).",Delante de la Venta El Collao.,,38.76853,-0.15156,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f94a795b387b186d5&hl=es&ie=UTF8&t=m&ll=38.780049,-0.101967&spn=0.107056,0.171318&z=12&output=embed"
MU10,ALHAMA DE MURCIA,"Salimos del centro de Alhama de Murcia por la C-3315 que se dirige a Mula, Pliego y el Parque Natural de Sierra Espuña.","En el km. 2,6 encontramos un desvío, tomamos a la izquierda (la de la derecha nos lleva hacia Pliego y la vertiente de Las Cuestas del Marqués); en el km. 12,4 seguimos rectos dejando un desvío a la derecha; en el km. 13,1 pasamos por delante de la Fuente del Hilo con cafetería y área recreativa; en el km. 14,4 seguimos rectos dejando el desvío que por la derecha viene de la vertiente de Las Cuestas del Marqués; finalmente, en el km. 20,0 llegamos al Collado Bermejo, desde donde tomamos a la derecha hacia el EVA-13.",Delante de las instalaciones militares del EVA-13.,,37.86231,-1.57345,"https://maps.google.es/maps/ms?msa=0&msid=218028416192983371638.0004d54ffca87b3111e32&hl=es&ie=UTF8&t=m&ll=37.849104,-1.498604&spn=0.108439,0.171318&z=12&output=embed"
MU10,TOTANA / ALEDO,"Salimos de Totana, desde la N-340, buscando la MU-502 que se dirige hacia Aledo.","En el km. 1,6 saliendo de Totana, seguimos por la izquierda hacia Carivete y La Huerta y seguiremos las indicaciones para llegar a La Santa y Aledo; en el km. 13,0 nos llega por la derecha la vertiente directa de Totana/La Santa; en el km. 11,6 llegamos a Aledo y en dos rotondas casi seguidas seguimos la indicación a Zarzadilla de Totana; en el km. 14,9 giramos a la derecha hacia El Parque Regional de Sierra Espuña y EVA-13; finalmente, en el km. 22,1 llegamos al Collado Bermejo y giramos a la izquierda hacia el Morrón donde está situado el EVA-13.",Delante de las instalaciones militares del EVA-13. NOTA,,37.86231,-1.57345,"https://maps.google.es/maps/ms?msa=0&msid=218028416192983371638.0004f7b803cfc80cccbcd&hl=es&ie=UTF8&t=m&ll=37.818192,-1.545982&spn=0.108485,0.171318&z=12&output=embed"
LL20,AGER,"En la localidad de Ager, saliendo hacia Balaguer por la C-12, a la altura del Parque de Bomberos veremos el cruce a la derecha que se dirige al Centre d'Observacio de l'Univers.","No tiene cartel de puerto, podemos contar los 14,1 kms desde el inicio en Ager y llegaremos a un collado de paso. Aún podemos buscar un punto más alto si seguimos por la derecha y recorremos 400 mts. más hasta llegar al final del asfalto, lugar donde frecuentemente se practica el parapente. RECOMENDACIÓN","Desde el collado, si bajamos 500 mts. hacia la vertiente de Alsamora, veremos el desvío a la izquierda para acceder al Observatorio Astronómico por pista de tierra.",,42.04827,0.74268,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f9b0c7eb7ca7633db&hl=es&ie=UTF8&t=m&ll=42.024814,0.7481&spn=0.102016,0.171318&z=12&output=embed"
PO02,FILGUEIRA,"En el puente sobre el río Miño entre las localidades de Cortegada y Filgueira, y dirigiéndonos hacia ésta última.","En sólo 300 mts. llegamos a la PO-400 y giramos a la izquierda hacia Salvatierra; y unos 300 más adelante, nos desviamos a la derecha hacia la Iglesia de Filgueira por la PO-423; pasaremos por las aldeas de A Hermida y Guillade; poco después, en el km. 3,6 accedemos a la PO-406 y giramos a la izquierda hacia A Cañiza; en el km. 4,6 pasamos junto a Os Padrosos y nos desviamos a la derecha hacia Ameixeira.","Desde éste último desvío, 1,6 kms. más y llegamos al punto más alto, antes de empezar a descender a Ameixeira.",,42.20692,-8.22612,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f816e831896e6e3ff&hl=es&ie=UTF8&t=m&ll=42.207477,-8.208075&spn=0.02543,0.04283&z=14&output=embed"
GU01,MAJAELRAYO,"Es la carretera que une Majaelrayo (Guadalajara) con Riaza (Segovia) por lo tanto tenemos que salir de Majaelrayo buscando la salida hacia Riaza. El perfil presenta fuertes subidas y bajadas y podría considerarse el inicio del puerto propiamente dicho al cruzar un río, cuando nos quedan 10,2 kms hasta el alto.","No tiene cartel de puerto, aunque sí un bonito cartel de madera de la colección de BuruM, unos 300 mts. antes de llegar al límite provincial. (*) Puerto fronterizo entre dos provincias, por lo que subirlo por cada vertiente puntúa para cada provincia, en este caso para Guadalajara y Segovia. Ver SE04. DATOS DE LOS ÚLTIMOS 10,2 KMS.","Desnivel 505 mts.; longitud 10,20 kms.; % medio",,41.20961,-3.41244,"https://www.google.com/maps/ms?msa=0&msid=201849215099252397790.0004f77a33fc4b3eef5be&hl=es&ie=UTF8&t=m&ll=41.158495,-3.374863&spn=0.206788,0.342636&z=11&output=embed"
GR13,SALERES,"Circulando por la N-323 al paso por Lecrín, nos desviamos por la GR-3204 hacia Melegís y Restábal. Pasado Melegís y justo al cruzar sobre el río Izbor, damos comienzo a la ascensión.","A los 500 mts., transitando por Restábal, nos desviamos a la derecha hacia Saleres y Las Albuñuelas por la GR-3300; seguiremos las indicaciones a Las Albuñuelas hasta el km. 4,0 en que giraremos a la derecha por la GR-3208 hacia Cónchar y Cozvijar.","Después de 3 kms. con descensos y otros 3 kms. con subida regular, llegamos al punto más alto, sin señalización aunque en el suelo está pintada la palabra ""CIMA"". A la derecha sale una pista de tierra que se dirige hacia un cortijo.",,36.95643,-3.60148,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f7556ddfe56b9ba2d&hl=es&ie=UTF8&t=m&ll=36.941111,-3.594933&spn=0.05488,0.085659&z=13&output=embed"
